7.52844, 4.55508, -0.536462, -0.0469448, -0.0644149, 0.527922, 0.845544
7.65406, 4.50955, -0.603373, -0.0455578, -0.060017, 0.524899, 0.847823
7.74132, 4.53693, -0.519066, -0.0385933, -0.0638918, 0.524852, 0.847914
7.78745, 4.63364, -0.485758, -0.036028, -0.0645234, 0.528896, 0.845463
7.82947, 4.7358, -0.589491, -0.0439507, -0.0576535, 0.53409, 0.842314
7.81569, 4.95309, -0.431196, -0.0385415, -0.066379, 0.543037, 0.836193
7.86427, 5.05194, -0.471811, -0.040089, -0.0642307, 0.546979, 0.833716
7.94947, 5.081, -0.605756, -0.0340145, -0.0568777, 0.547341, 0.834282
8.03638, 5.11134, -0.608236, -0.0311666, -0.055991, 0.547514, 0.834339
8.16037, 5.07657, -0.647794, -0.031211, -0.052568, 0.544803, 0.836333
8.24759, 5.11054, -0.581831, -0.0291141, -0.0548569, 0.545374, 0.835889
8.30242, 5.19223, -0.606719, -0.0249935, -0.0533053, 0.548681, 0.833956
8.43126, 5.16472, -0.523914, -0.028609, -0.0575358, 0.546384, 0.835067
8.57265, 5.10633, -0.42972, -0.0371292, -0.0616685, 0.54268, 0.836849
8.67969, 5.08981, -0.512274, -0.0310838, -0.0571785, 0.540956, 0.838529
8.74398, 5.15627, -0.430949, -0.0268434, -0.0603829, 0.542726, 0.837306
8.75124, 5.32412, -0.380803, -0.0297683, -0.061617, 0.549563, 0.832645
8.80458, 5.41337, -0.523369, -0.0319581, -0.0538203, 0.55288, 0.830907
8.83885, 5.54795, -0.490136, -0.0263901, -0.0557872, 0.557205, 0.828078
8.85272, 5.70994, -0.354701, -0.0226421, -0.062503, 0.562825, 0.823898
8.87944, 5.83041, -0.480842, -0.0174188, -0.0564073, 0.567356, 0.821354
8.94362, 5.89451, -0.430472, -0.0199696, -0.0580723, 0.56926, 0.819861
9.02307, 5.9303, -0.397116, -0.0205789, -0.0586552, 0.569968, 0.819312
9.12852, 5.92678, -0.356072, -0.0240999, -0.0595974, 0.569237, 0.819656
9.23611, 5.91953, -0.369398, -0.0277319, -0.0585249, 0.568601, 0.82006
9.35439, 5.89277, -0.374097, -0.0255009, -0.0583065, 0.56679, 0.821401
9.44278, 5.90932, -0.457795, -0.0276941, -0.0541426, 0.567335, 0.821238
9.53393, 5.91778, -0.524956, -0.0267774, -0.0505806, 0.56733, 0.821499
9.58561, 5.99441, -0.508078, -0.027465, -0.0504387, 0.570059, 0.819594
9.62999, 6.09453, -0.397109, -0.0337841, -0.0541914, 0.573539, 0.816685
9.62437, 6.27546, -0.360948, -0.0351462, -0.0554181, 0.580318, 0.811741
9.61446, 6.46324, -0.288386, -0.0334577, -0.0587472, 0.587081, 0.8067
9.61927, 6.61707, -0.384422, -0.0322125, -0.0545832, 0.592923, 0.802761
9.66259, 6.70972, -0.427792, -0.02535, -0.0526934, 0.595791, 0.801008
9.77164, 6.70537, -0.376391, -0.0268577, -0.0539728, 0.594727, 0.801664
9.92393, 6.63376, -0.321371, -0.0233795, -0.0555152, 0.590838, 0.804539
10.0451, 6.60732, -0.195954, -0.0214772, -0.0602812, 0.5889, 0.805669
10.1262, 6.64534, -0.189823, -0.0197749, -0.0606464, 0.589815, 0.805015
10.3592, 6.43111, -0.0266766, -0.0245671, -0.0671015, 0.580447, 0.811156
10.4616, 6.41935, 0.0418947, -0.0259709, -0.0696667, 0.579255, 0.811748
10.6006, 6.34748, -0.378734, -0.0177955, -0.0524607, 0.576369, 0.81531
10.6009, 6.51924, -0.102421, -0.00757873, -0.0640476, 0.581257, 0.81116
10.5693, 6.73765, 0.0716048, -0.00894984, -0.070388, 0.588473, 0.805398
10.6469, 6.78748, 0.0315053, 0.004382, -0.0694622, 0.588698, 0.805351
10.671, 6.92175, 0.0240379, -0.000759854, -0.0687324, 0.592889, 0.802345
10.6312, 7.14422, 0.038295, -0.00948235, -0.0685342, 0.600533, 0.796601
10.6941, 7.19988, 0.0596165, -0.0137197, -0.0687597, 0.601661, 0.795668
10.7455, 7.26179, 0.289884, -0.017599, -0.0769553, 0.602717, 0.794041
10.7368, 7.40566, 0.569243, -0.03355, -0.0860904, 0.606949, 0.789352
10.7114, 7.57524, 0.762075, -0.0365109, -0.0929072, 0.612063, 0.784483
11.0709, 7.21477, 0.570947, -0.0250941, -0.085595, 0.598238, 0.796338
11.3363, 6.96484, 0.423313, -0.026615, -0.0793393, 0.588691, 0.804015
11.3369, 7.13462, 0.417641, -0.0330591, -0.0781659, 0.594044, 0.799943
11.5051, 7.03905, 0.245928, -0.036606, -0.0702307, 0.590066, 0.803461
11.5833, 7.09764, 0.091055, -0.0383363, -0.0631582, 0.591423, 0.80297
11.6034, 7.25396, 0.0238991, -0.039623, -0.0597962, 0.595867, 0.799873
11.7008, 7.27887, 0.0525622, -0.0249327, -0.0620413, 0.595117, 0.800853
11.757, 7.36634, 0.079444, -0.0262011, -0.0628471, 0.596954, 0.799381
11.8319, 7.41553, 0.0586145, -0.0202572, -0.062477, 0.59751, 0.799167
12.0182, 7.27854, -0.224565, -0.025049, -0.0511023, 0.592534, 0.803532
12.1287, 7.2618, -0.263387, -0.0317386, -0.0482652, 0.591439, 0.804278
12.3747, 6.99488, -0.098523, -0.0320836, -0.0532433, 0.581649, 0.811061
12.4092, 7.11021, -0.17807, -0.0243742, -0.0510443, 0.58502, 0.809044
12.4645, 7.19248, -0.252332, -0.0223039, -0.0487289, 0.587321, 0.807578
12.6023, 7.1237, -0.12257, -0.0235837, -0.0530986, 0.584329, 0.809434
12.8509, 6.84008, -0.303812, -0.028451, -0.0454972, 0.575058, 0.816351
12.912, 6.91588, -0.284646, -0.0303611, -0.045418, 0.576947, 0.814953
12.9666, 7.00694, -0.131749, -0.0296849, -0.0502757, 0.578852, 0.81334
13.0004, 7.1462, -0.316147, -0.0316744, -0.0430856, 0.58277, 0.810876
12.9729, 7.40224, -0.312978, -0.0215934, -0.0446481, 0.589561, 0.8062
12.9807, 7.57761, -0.0927206, -0.0191023, -0.0526424, 0.593784, 0.802674
12.9597, 7.79353, -0.239909, -0.0158583, -0.047974, 0.599889, 0.798486
13.057, 7.79716, -0.329743, -0.0209249, -0.0439354, 0.599595, 0.798823
13.1847, 7.7437, -0.357062, -0.0200872, -0.0424332, 0.597364, 0.800595
13.3188, 7.67564, -0.146341, -0.0189913, -0.0490709, 0.59456, 0.802328
13.4553, 7.60076, -0.227109, -0.0174108, -0.0463812, 0.592101, 0.804339
13.5721, 7.56195, -0.0356388, -0.0168674, -0.0529658, 0.590375, 0.805213
13.7396, 7.42446, 0.00395835, -0.0208422, -0.0535647, 0.585974, 0.808289
13.8758, 7.34492, -0.111093, -0.0170173, -0.0500299, 0.583324, 0.810519
13.9668, 7.34949, -0.111839, -0.0170439, -0.0493983, 0.583129, 0.810697
14.023, 7.43139, -0.115073, -0.020667, -0.048067, 0.585194, 0.809203
14.0898, 7.49698, -0.0904549, -0.0228922, -0.0480555, 0.586567, 0.808149
14.1089, 7.66171, -0.0739499, -0.0192246, -0.0492671, 0.59061, 0.805222
14.1345, 7.80027, -0.00714242, -0.0220485, -0.0511352, 0.594062, 0.802489
14.2609, 7.73887, -0.114856, -0.0154868, -0.0486207, 0.591807, 0.804463
14.365, 7.71463, -0.0235982, -0.021784, -0.0501934, 0.590749, 0.804998
14.5297, 7.56573, 0.0723196, -0.02236, -0.0525574, 0.586103, 0.808221
14.6593, 7.4772, 0.250449, -0.02337, -0.0574677, 0.583319, 0.809871
14.7501, 7.48592, 0.190119, -0.0243719, -0.0551508, 0.583663, 0.809754
14.875, 7.41595, 0.288488, -0.0232425, -0.0584782, 0.581548, 0.811074
15.0399, 7.26402, 0.264825, -0.0247316, -0.0572824, 0.577241, 0.814186
15.193, 7.14494, -0.0379044, -0.0245322, -0.0474831, 0.574152, 0.817002
15.2828, 7.14917, -0.0938217, -0.0211018, -0.0458451, 0.574037, 0.817273
15.3677, 7.17028, -0.0693157, -0.0209478, -0.0460476, 0.574206, 0.817146
15.4139, 7.28672, -0.00322064, -0.0214346, -0.0475932, 0.576707, 0.815282
15.4422, 7.44737, -0.01416, -0.0191066, -0.0476966, 0.580297, 0.812783
15.4959, 7.53513, 0.114611, -0.0197531, -0.0515237, 0.581862, 0.811413
15.628, 7.44336, 0.102988, -0.0144395, -0.0521474, 0.578712, 0.813735
15.7297, 7.40014, 0.29031, -0.0195642, -0.0564266, 0.576888, 0.814637
15.9405, 7.12148, 0.177578, -0.0175342, -0.0528541, 0.569049, 0.820416
16.1618, 6.79228, 0.23908, -0.0142174, -0.0548983, 0.559864, 0.826641
16.2861, 6.69472, 0.0568171, -0.0140417, -0.0491984, 0.557284, 0.828744
16.4294, 6.5325, 0.0457096, -0.0146094, -0.0488664, 0.552891, 0.831691
16.5564, 6.38313, 0.232524, -0.0235055, -0.0522529, 0.548806, 0.833984
16.6597, 6.31919, -0.0237129, -0.019022, -0.0455756, 0.547084, 0.83562
16.8095, 6.10162, -0.0464173, -0.0180561, -0.0448024, 0.541291, 0.839447
16.8959, 6.07405, -0.131303, -0.0198694, -0.0413236, 0.540397, 0.84016
17.0253, 5.9127, -0.0418479, -0.0259523, -0.0417685, 0.535911, 0.842841
17.1723, 5.69855, 0.0085573, -0.0232401, -0.0435729, 0.529843, 0.846657
17.3347, 5.42748, -0.0102218, -0.0220665, -0.0432777, 0.522516, 0.851244
17.4736, 5.19882, 0.0592145, -0.0158592, -0.047028, 0.516177, 0.855043
17.6172, 4.93456, -0.144637, -0.0134617, -0.0416706, 0.509374, 0.85943
17.7721, 4.57743, -0.0289362, -0.0191364, -0.0429351, 0.50027, 0.864592
17.9567, 4.01487, 0.174606, -0.0230711, -0.0470172, 0.486098, 0.872334
18.1232, 3.48486, 0.118508, -0.016537, -0.0471591, 0.4729, 0.879697
18.2615, 3.02243, 0.258974, -0.0214808, -0.0494212, 0.461539, 0.885482
18.4134, 2.27859, 0.322025, -0.0234753, -0.0504962, 0.443233, 0.894675
18.5274, 1.55788, 0.423343, -0.02914, -0.0509537, 0.42545, 0.903076
18.6214, 0.599696, 0.21294, -0.0202333, -0.0482193, 0.401662, 0.914294
18.6591, -0.332785, 0.141078, -0.01365, -0.0487688, 0.378118, 0.924371
18.6791, -0.93452, 0.160305, -0.0155919, -0.0480879, 0.362753, 0.930513
18.6718, -1.54531, 0.387575, -0.0189085, -0.0529911, 0.346821, 0.936242
18.6814, -1.9083, 0.514164, -0.0167898, -0.0578657, 0.336973, 0.939584
18.6157, -2.62264, 0.766599, -0.0169643, -0.0657295, 0.318127, 0.945615
18.5052, -3.4567, 0.729355, -0.0131419, -0.0670773, 0.296125, 0.9527
18.3557, -4.3233, 0.506794, -0.0123768, -0.0611035, 0.273132, 0.959954
18.0849, -5.3966, 0.444211, -0.0110041, -0.0604299, 0.244114, 0.967799
17.6864, -6.61744, 0.359919, -0.00702652, -0.0610694, 0.210317, 0.975699
17.1822, -7.87098, 0.0978686, 0.00272678, -0.0607794, 0.174394, 0.982795
16.635, -8.98458, 0.330712, -0.00389106, -0.0648829, 0.141817, 0.987757
15.8455, -10.3189, 0.271587, 0.000396898, -0.068683, 0.100678, 0.992545
14.9484, -11.5788, 0.190259, 0.00385321, -0.0715753, 0.0595917, 0.995646
14.0436, -12.663, -0.289507, 0.0114753, -0.0641896, 0.0215098, 0.99764
13.022, -13.6928, -0.762884, 0.0202557, -0.0583526, -0.0177129, 0.997933
12.2182, -14.3994, -1.06649, 0.0257702, -0.0546623, -0.0468677, 0.997071
11.3704, -15.0681, -1.09567, 0.0245721, -0.0541301, -0.075842, 0.995346
10.5169, -15.66, -1.18868, 0.0274803, -0.0561001, -0.104126, 0.9926
9.71084, -16.1555, -1.26627, 0.0295455, -0.057869, -0.129947, 0.98939
8.78769, -16.6571, -1.31116, 0.0302838, -0.0599777, -0.158271, 0.985107
7.57567, -17.2027, -1.57233, 0.035313, -0.0594201, -0.193792, 0.978605
6.17785, -17.7104, -1.83252, 0.0350657, -0.0512056, -0.232438, 0.970629
4.74821, -18.1074, -2.02291, 0.0366384, -0.0485242, -0.27079, 0.960716
3.38139, -18.3779, -2.19083, 0.0382436, -0.0465014, -0.306524, 0.949957
2.0926, -18.5385, -2.37858, 0.0406934, -0.0446058, -0.339668, 0.938605
0.66772, -18.6423, -2.32984, 0.0377713, -0.0461399, -0.375303, 0.924982
-0.621698, -18.626, -2.47366, 0.0391501, -0.0448301, -0.407322, 0.911343
-1.69445, -18.535, -2.67212, 0.0396416, -0.0363602, -0.433503, 0.899545
-2.91564, -18.3946, -2.55667, 0.0380952, -0.0460779, -0.463486, 0.884085
-4.1278, -18.1444, -2.6597, 0.0368527, -0.0382983, -0.492238, 0.868836
-5.51748, -17.7606, -2.71676, 0.0342991, -0.0288815, -0.524773, 0.85006
-6.54587, -17.402, -2.7023, 0.0320278, -0.0243036, -0.549153, 0.834754
-7.54191, -16.9862, -2.67822, 0.0306671, -0.0237907, -0.573104, 0.818563
-8.42035, -16.5564, -2.63457, 0.029102, -0.0242676, -0.594537, 0.803175
-9.05504, -16.1797, -2.71032, 0.0309408, -0.0258782, -0.610831, 0.790732
-9.63267, -15.8047, -2.75134, 0.0322202, -0.0309532, -0.626118, 0.778447
-10.2479, -15.3616, -2.87125, 0.0346503, -0.031173, -0.642321, 0.765017
-10.962, -14.7755, -3.19801, 0.042374, -0.0303958, -0.661438, 0.748184
-11.6014, -14.2529, -3.19089, 0.0411929, -0.0262351, -0.678005, 0.733433
-12.2324, -13.6534, -3.34564, 0.0446858, -0.0239647, -0.695186, 0.71704
-12.7914, -13.119, -3.23772, 0.041294, -0.0171246, -0.710034, 0.702747
-13.2745, -12.602, -3.18797, 0.040012, -0.0205502, -0.724155, 0.688169
-13.7379, -12.0741, -3.1025, 0.0374694, -0.016602, -0.737545, 0.674054
-14.1198, -11.5495, -3.212, 0.0400316, -0.0174167, -0.74993, 0.660075
-14.5933, -10.9045, -3.18537, 0.038724, -0.0208532, -0.764904, 0.642641
-14.9441, -10.383, -3.09966, 0.0356571, -0.0302643, -0.776865, 0.627927
-15.3977, -9.6838, -2.9685, 0.0322209, -0.0212861, -0.791003, 0.610592
-15.6013, -9.29932, -2.8615, 0.0299434, -0.0148403, -0.798377, 0.601229
-15.6594, -9.11224, -2.78589, 0.0279662, -0.0175045, -0.80213, 0.596237
-15.7333, -8.85175, -2.84297, 0.029763, -0.0162756, -0.806691, 0.589999
-15.6523, -8.80841, -3.00137, 0.0339475, -0.0184449, -0.807054, 0.589212
-15.6655, -8.63426, -3.06178, 0.0357746, -0.0145116, -0.809726, 0.585538
-15.6867, -8.40217, -3.26998, 0.0415002, -0.0149127, -0.813337, 0.580119
-15.6885, -8.35104, -3.00731, 0.0345321, -0.0121665, -0.814492, 0.579018
-15.6908, -8.19207, -3.08532, 0.0369334, -0.0125573, -0.817017, 0.575293
-15.8052, -7.87746, -2.9934, 0.0348295, -0.0105206, -0.822614, 0.567435
-15.87, -7.58368, -3.06954, 0.037389, -0.00944192, -0.827472, 0.560181
-15.9378, -7.34744, -2.91622, 0.0332645, -0.00791034, -0.83176, 0.554082
-16.0409, -6.95202, -3.00662, 0.0364333, -0.00202802, -0.837935, 0.544549
-16.0557, -6.76266, -3.00751, 0.036609, -0.000412204, -0.840924, 0.539914
-16.0589, -6.60073, -2.98531, 0.0354078, -0.00483931, -0.843855, 0.53538
-15.956, -6.61244, -3.10694, 0.0387248, -0.00832939, -0.843457, 0.535734
-15.8764, -6.55383, -3.24863, 0.042921, -0.0105814, -0.844021, 0.534486
-15.6956, -6.6374, -3.55162, 0.0517923, -0.0119926, -0.841593, 0.537489
-15.4088, -6.89211, -3.91557, 0.0622054, -0.0151033, -0.835898, 0.54514
-15.2634, -7.00273, -3.94502, 0.0630347, -0.0163555, -0.833581, 0.548545
-15.2556, -6.97068, -3.69655, 0.0569256, -0.00665745, -0.833981, 0.548809
-15.1655, -7.08119, -3.46928, 0.0505222, -0.0062062, -0.83241, 0.551818
-15.1826, -6.95115, -3.30919, 0.0464092, -0.004535, -0.83493, 0.548378
-15.1669, -6.80641, -3.34154, 0.048088, -0.00249296, -0.837222, 0.54474
